Latitude,Longitude,Disaster Type,Country,Region,Start Year,Total Deaths,Total Affected,Total Damage ('000 US$)
7.55,100.1,Flood,Thailand,Asia,2008,21.0,700000.0,11500.0
-25.1,-49.34,Flood,Brazil,Americas,2008,151.0,1500015.0,750000.0
9.0,-74.23,Flood,Colombia,Americas,2008,76.0,1200091.0,
4.94,101.8,Flood,Malaysia,Asia,2008,,2000.0,
17.2,121.8,Flood,Philippines,Asia,2008,29.0,50000.0,
30.74,72.63,Flood,Pakistan,Asia,2008,37.0,90752.0,
6.64,101.1,Flood,Thailand,Asia,2008,,32584.0,344.0
27.5,89.79,Flood,India,Asia,2008,142.0,225000.0,
-22.92,34.03,Flood,Mozambique,Africa,2008,25.0,3500.0,
43.5,18.18,Flood,Bosnia and Herzegovina,Europe,2009,,2630.0,
6.55,106.36,Flood,Indonesia,Asia,2009,64.0,1600.0,
19.56,-72.33,Flood,Haiti,Americas,2009,11.0,9910.0,
22.16,89.09,Storm,Bangladesh,Asia,2009,190.0,3935341.0,270000.0
-16.7,23.32,Flood,Botswana,Africa,2009,,3789.0,
13.42,-88.64,Flood,Nicaragua,Americas,2009,,64.0,
24.99,67.19,Flood,Pakistan,Asia,2009,52.0,70.0,
25.31,112.71,Flood,China,Asia,2009,90.0,39372000.0,1000000.0
56.4778,31.26,Flood,Brazil,Americas,2009,11.0,10000.0,50000.0
8.57,-12.73,Flood,Sierra Leone,Africa,2009,103.0,1470.0,
19.5,-99.25,Flood,Mexico,Americas,2009,4.0,1500.0,
30.86,101.18,Flood,China,Asia,2009,20.0,38.0,33000.0
4.113,-72.96,Flood,Colombia,Americas,2010,418.0,2791999.0,1000000.0
15.71,78.23,Flood,India,Asia,2009,355.0,4100000.0,2150000.0
17.83,104.79,Flood,Lao People's Democratic Republic,Asia,2009,10.0,,
54.0,-1.66,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2009,3.0,3900.0,484000.0
-32.99,-59.05,Flood,Argentina,Americas,2009,7.0,30618.0,
40.23,21.24,Flood,Saudi Arabia,Asia,2009,161.0,10000.0,900000.0
8.02,81.27,Flood,Sri Lanka,Asia,2009,3.0,300000.0,
39.59,125.71,Flood,Democratic People's Republic of Korea,Asia,2010,,17000.0,
16.45,-96.97,Flood,Mexico,Americas,2009,11.0,,
-4.68,-78.29,Flood,Peru,Americas,2010,20.0,80000.0,
18.42,73.77,Flood,Haiti,Americas,2010,27.0,22085.0,
38.98,-4.04,Flood,Spain,Europe,2010,,7500.0,
48.59,24.79,Flood,Ukraine,Europe,2010,6.0,40059.0,1900.0
19.25,-70.39,Flood,Dominican Republic,Americas,2010,6.0,9500.0,
6.01,-7.2,Flood,Liberia,Africa,2010,1.0,15486.0,
17.1,121.47,Storm,Philippines,Asia,2010,146.0,585474.0,8675.0
18.7,36.7,Flood,Sudan,Africa,2010,33.0,10000.0,
16.73,47.92,Flood,Yemen,Asia,2010,15.0,,
-38.07,143.32,Flood,Australia,Oceania,2010,,10000.0,
-1.22,132.81,Flood,Indonesia,Asia,2010,291.0,12428.0,78000.0
28.89,-97.06,Storm,United States of America,Americas,2010,8.0,,240000.0
-8.672,121.6,Flood,Indonesia,Asia,2010,16.0,200.0,
17.71,121.8,Flood,Philippines,Asia,2010,16.0,450673.0,
24.21,91.03,Flood,Bangladesh,Asia,2010,15.0,500000.0,
9.40044,125.78,Flood,Philippines,Asia,2011,23.0,638418.0,12411.0
7.603,81.25,Flood,Sri Lanka,Asia,2011,47.0,1060324.0,200000.0
35.0754,63.99,Flood,Afghanistan,Asia,2011,25.0,3065.0,
34.1,-90.83,Flood,United States of America,Americas,2011,1.0,25000.0,
43.05,20.87,Flood,Serbia,Europe,2011,,5000.0,
18.59,-71.99,Flood,Dominican Republic,Americas,2011,4.0,11200.0,
17.038,102.82,Flood,Thailand,Asia,2011,813.0,9500000.0,40000000.0
12.004,105.5,Flood,Cambodia,Asia,2011,247.0,1640023.0,521000.0
1.664,33.67,Flood,Uganda,Africa,2011,27.0,63075.0,
5.5847,-0.95,Flood,Ghana,Africa,2011,14.0,81473.0,
37.851,126.87,Flood,Republic of Korea,Asia,2011,53.0,29000.0,52000.0
-30.34,-52.64,Flood,Brazil,Americas,2011,3.0,3000.0,
0.385,36.12,Flood,Kenya,Africa,2011,25.0,91692.0,
8.526,124.88,Storm,Philippines,Asia,2011,1439.0,1150300.0,38082.0
-6.284,15.46,Flood,Angola,Africa,2011,,5500.0,
61.2832,10.478,Flood,Norway,Europe,2013,,500.0,
-1.83097,34.79,Flood,United Republic of Tanzania,Africa,2012,10.0,,
2.46174,36.72,Flood,Kenya,Africa,2013,96.0,100020.0,36000.0
-17.784,178.08,Flood,Fiji,Oceania,2012,10.0,4561.0,17000.0
42.555,24.26,Flood,Bulgaria,Europe,2012,5.0,37950.0,4400.0
-17.798,178.02,Flood,Fiji,Oceania,2012,5.0,14984.0,72000.0
19.4433,-72.58,Flood,Haiti,Americas,2012,9.0,11000.0,
20.5946,51.01,Flood,Saudi Arabia,Asia,2012,19.0,,
32.452,106.493,Flood,China,Asia,2012,53.0,185000.0,316333.0
33.4553,106.94,Flood,China,Asia,2012,91.0,17440000.0,1200000.0
28.9635,-82.5,Storm,United States of America,Americas,2012,9.0,17001.0,210000.0
28.524,83.83,Flood,Nepal,Asia,2012,72.0,5.0,1000.0
3.606,-73.07,Flood,Colombia,Americas,2012,17.0,56000.0,40000.0
16.5919,97.85,Flood,Myanmar,Asia,2012,2.0,85000.0,
14.46,-15.49,Flood,Senegal,Africa,2012,19.0,57000.0,10000.0
2.65,32.72,Flood,Uganda,Africa,2012,,15000.0,
26.8,93.63,Flood,India,Asia,2012,21.0,2000000.0,98000.0
11.82,78.08,Storm,India,Asia,2012,40.0,70000.0,
36.53,54.26,Flood,Iran (Islamic Republic of),Asia,2012,7.0,1000.0,
35.03,73.52,Flood,Pakistan,Asia,2012,26.0,1200.0,
9.69,30.21,Flood,South Sudan,Africa,2012,32.0,154000.0,
28.899,-98.89,Flood,United States of America,Americas,2013,3.0,300.0,2000.0
-15.6178,35.02,Flood,Malawi,Africa,2013,3.0,33000.0,
7.59777,80.92,Flood,Sri Lanka,Asia,2013,52.0,56747.0,
1.0256,124.51,Flood,Indonesia,Asia,2013,17.0,58040.0,2000.0
-20.2305,57.52,Flood,Mauritius,Africa,2013,11.0,82.0,2000.0
-24.146,-57.65,Flood,Paraguay,Americas,2013,,61400.0,
1.66076,35.21,Flood,Kenya,Africa,2013,,5000.0,
30.4563,104.02,Flood,China,Asia,2013,233.0,3500000.0,4621600.0
2.16964,43.66,Flood,Somalia,Africa,2013,7.0,50000.0,
43.2579,2.54,Flood,France,Europe,2013,1.0,1200.0,
22.9043,-81.4,Flood,Cuba,Americas,2013,2.0,227.0,
2.954,99.677,Flood,Indonesia,Asia,2013,,16000.0,
13.9188,-60.99,Flood,Saint Vincent and the Grenadines,Americas,2013,12.0,17422.0,108000.0
-18.9538,-41.94,Flood,Brazil,Americas,2013,64.0,43300.0,540000.0
53.2732,-1.51,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2013,2.0,600.0,1500000.0
43.9958,7.1,Flood,Italy,Europe,2014,2.0,1601.0,120000.0
44.0617,24.49,Flood,Romania,Europe,2014,,525.0,
44.0617,24.49,Flood,Serbia,Europe,2014,,3000.0,
-18.795,35.36,Flood,Malawi,Africa,2015,278.0,638645.0,390000.0
14.826,-90.613,Mass movement (wet),Guatemala,Americas,2015,350.0,1112.0,5000.0
-8.81664,13.68,Flood,Angola,Africa,2015,1.0,2000.0,
18.695,-72.19,Flood,Haiti,Americas,2015,6.0,45000.0,
33.5131,71.89,Flood,Pakistan,Asia,2015,49.0,5067.0,1000.0
-41.092,175.35,Flood,New Zealand,Oceania,2015,1.0,100.0,100000.0
19.4811,-103.43,Flood,Mexico,Americas,2015,,3000.0,
9.953,11.528,Flood,Nigeria,Africa,2015,53.0,100420.0,25000.0
28.334,-6.955,Flood,Algeria,Africa,2015,,35000.0,
23.812,108.795,Flood,China,Asia,2018,5.0,70000.0,
35.666,-91.083,Flood,United States of America,Americas,2015,31.0,4050.0,600000.0
-17.956,-56.442,Flood,Brazil,Americas,2016,3.0,50500.0,100000.0
-2.465,103.352,Flood,Indonesia,Asia,2016,8.0,80313.0,2000.0
9.268,41.691,Flood,Ethiopia,Africa,2016,28.0,3080.0,
-32.435,-56.195,Flood,Uruguay,Americas,2016,8.0,10605.0,3000.0
27.464,95.607,Flood,India,Asia,2016,18.0,100000.0,150000.0
30.857,-95.537,Flood,United States of America,Americas,2016,15.0,,300000.0
32.603,130.99,Flood,Japan,Asia,2016,7.0,6000.0,
58.292,-123.249,Flood,Canada,Americas,2016,,300.0,
17.654,80.34,Flood,India,Asia,2016,28.0,3000.0,589000.0
16.004,107.68,Flood,Viet Nam,Asia,2016,35.0,659615.0,104280.0
19.739,-72.587,Flood,Haiti,Americas,2016,13.0,2782.0,
14.445,100.753,Flood,Thailand,Asia,2016,14.0,582343.0,25000.0
-7.029,107.162,Flood,Indonesia,Asia,2017,2.0,400.0,
-11.004,-75.148,Flood,Peru,Americas,2017,184.0,1800505.0,3100000.0
-8.096,-38.231,Flood,Brazil,Americas,2017,14.0,104140.0,100000.0
3.723,-72.674,Flood,Colombia,Americas,2017,1.0,2000.0,
-22.479,-44.095,Flood,Brazil,Americas,2018,4.0,250.0,10000.0
53.102,-6.856,Flood,United Kingdom of Great Britain and Northern Ireland,Europe,2017,,100.0,
14.617,4.402,Flood,Niger,Africa,2017,56.0,206513.0,10000.0
42.201,26.548,Flood,Bulgaria,Europe,2017,4.0,,
11.664,108.399,Flood,Viet Nam,Asia,2017,8.0,41500.0,
-7.229,109.117,Flood,Indonesia,Asia,2017,9.0,12000.0,
10.489,79.004,Flood,India,Asia,2017,21.0,4000.0,
-3.47,29.987,Flood,Burundi,Africa,2018,,12000.0,
3.659,102.337,Flood,Malaysia,Asia,2018,2.0,12000.0,
40.866,19.941,Flood,Albania,Europe,2018,,800.0,
-11.247,16.007,Flood,Angola,Africa,2018,8.0,3000.0,
-14.926,34.367,Flood,Malawi,Africa,2018,,200.0,
-17.015,145.218,Flood,Australia,Oceania,2018,,600.0,11400.0
-35.21,-58.199,Storm,Argentina,Americas,2018,2.0,1200.0,
-8.497,118.569,Flood,Indonesia,Asia,2018,,3000.0,
28.238,84.398,Flood,Nepal,Asia,2018,15.0,1406.0,
10.763,27.364,Flood,Sudan,Africa,2018,,2750.0,
38.531,126.573,Flood,Democratic People's Republic of Korea,Asia,2018,148.0,581268.0,25000.0
9.538,-1.066,Flood,Ghana,Africa,2018,34.0,100000.0,
31.991,67.078,Flood,Afghanistan,Asia,2019,63.0,129100.0,
-23.539,-46.124,Flood,Brazil,Americas,2019,12.0,1306.0,
20.176,-103.182,Flood,Mexico,Americas,2019,7.0,3000.0,
34.668,67.894,Flood,Afghanistan,Asia,2019,24.0,561.0,
8.223,123.493,Flood,Philippines,Asia,2019,,45000.0,
4.415,102.584,Flood,Malaysia,Asia,2019,2.0,15000.0,
-39.27,-12.906,Flood,Brazil,Americas,2019,,300.0,
-6.533,107.508,Flood,Indonesia,Asia,2019,66.0,501110.0,1200000.0
-18.95,47.184,Flood,Madagascar,Africa,2020,40.0,106846.0,
-1.994,29.863,Flood,Rwanda,Africa,2020,3.0,5242.0,
29.021,30.754,Flood,Egypt,Africa,2020,40.0,20400.0,76000.0
11.685,42.68,Flood,Djibouti,Africa,2020,8.0,110000.0,
13.343,-1.116,Flood,Burkina Faso,Africa,2020,,21000.0,
4.022,9.2,Flood,Cameroon,Africa,2001,30.0,1500.0,
-45.69,170.37,Flood,New Zealand,Oceania,2006,,1200.0,3000.0
-8.44,117.29,Mass movement (wet),Indonesia,Asia,2006,11.0,3000.0,10943.0
-16.45,179.65,Flood,Fiji,Oceania,2006,4.0,224.0,500.0
-6.85,108.59,Flood,Indonesia,Asia,2006,19.0,10000.0,27100.0
27.67,-5.91,Flood,Algeria,Africa,2006,1.0,60000.0,1200.0
5.27,102.15,Flood,Malaysia,Asia,2006,,500.0,
-14.59,35.12,Flood,Malawi,Africa,2006,3.0,8000.0,
49.86,16.09,Flood,Austria,Europe,2006,,516.0,
49.86,16.09,Flood,Czechia,Europe,2006,6.0,4200.0,
49.86,16.09,Flood,Germany,Europe,2006,3.0,1000.0,
48.67,19.08,Flood,Slovakia,Europe,2006,1.0,,
15.1,43.88,Flood,Yemen,Asia,2006,25.0,320.0,
50.78,87.14,Flood,Russian Federation,Europe,2006,,420.0,7411.0
2.25,37.53,Flood,Kenya,Africa,2006,60.0,17300.0,
49.72,-56.05,Flood,Canada,Americas,2006,,200.0,
44.5,23.87,Flood,Ukraine,Europe,2006,,,
18.37,94.95,Storm,Myanmar,Asia,2006,34.0,60106.0,
26.75,118.57,Flood,China,Asia,2006,57.0,356000.0,393000.0
26.2,112.75,Flood,China,Asia,2006,2.0,1410000.0,
23.42,111.38,Flood,China,Asia,2006,21.0,4600024.0,
31.54,130.99,Flood,Japan,Asia,2006,8.0,4300.0,
49.5,20.93,Flood,Poland,Europe,2006,,500.0,
-5.17,120.11,Flood,Indonesia,Asia,2006,236.0,29231.0,55200.0
47.15,47.46,Flood,Romania,Europe,2006,15.0,6260.0,
24.73,116.87,Flood,China,Asia,2006,23.0,5000.0,
-3.29,115.49,Flood,Indonesia,Asia,2006,52.0,18250.0,
47.8,25.95,Flood,Romania,Europe,2006,12.0,10800.0,
34.04,117.03,Flood,China,Asia,2006,30.0,4120000.0,679000.0
27.06,111.06,Flood,China,Asia,2006,29.0,2375016.0,
25.62,83.67,Flood,India,Asia,2006,130.0,300000.0,
50.79,106.52,Flood,Russian Federation,Europe,2006,,6000.0,
24.0,112.11,Storm,China,Asia,2006,820.0,29622000.0,3325000.0
24.0,112.11,Storm,Philippines,Asia,2006,37.0,51680.0,3000.0
11.43,103.53,Flood,Cambodia,Asia,2006,,5000.0,
22.41,71.31,Flood,India,Asia,2006,24.0,8400.0,
34.61,73.2,Flood,India,Asia,2006,15.0,800.0,
39.04,106.59,Flood,China,Asia,2006,1.0,1200.0,
21.11,110.11,Storm,China,Asia,2006,89.0,10000000.0,900000.0
25.03,67.12,Flood,Pakistan,Asia,2006,74.0,5050.0,
46.04,7.39,Flood,Switzerland,Europe,2006,,3000.0,
2.665,45.45,Flood,Somalia,Africa,2006,5.0,2000.0,
-33.538,26.3,Flood,South Africa,Africa,2006,6.0,3000.0,145000.0
14.42,-1.02,Flood,Mali,Africa,2006,1.0,1000.0,
14.42,-1.02,Flood,Nigeria,Africa,2006,,10000.0,
1.38,34.28,Flood,Uganda,Africa,2006,3.0,1680.0,
34.74,-77.87,Storm,United States of America,Americas,2006,6.0,140.0,32860.0
34.7,102.68,Flood,China,Asia,2006,15.0,,
25.35,-111.81,Storm,Mexico,Americas,2006,7.0,10000.0,
19.73,83.75,Storm,Bangladesh,Asia,2006,115.0,9135.0,
16.68,107.21,Storm,Philippines,Asia,2006,228.0,3842406.0,113000.0
40.76,23.65,Flood,Greece,Europe,2006,1.0,3000.0,5659.0
37.21,-87.62,Flood,United States of America,Americas,2006,14.0,1210.0,
32.89,73.88,Flood,Pakistan,Asia,2006,20.0,,
-4.24,15.43,Flood,Congo,Africa,2006,6.0,5000.0,
7.61,125.83,Flood,Philippines,Asia,2006,2.0,40000.0,763.0
8.9,-78.71,Flood,Panama,Americas,2006,11.0,4530.0,
-15.96,34.51,Flood,Malawi,Africa,2006,5.0,8000.0,
18.5,-73.48,Flood,Haiti,Americas,2006,11.0,20010.0,
12.44,124.77,Flood,Philippines,Asia,2006,,415618.0,3395.0
18.1,81.53,Flood,India,Asia,2006,185.0,2000000.0,
37.01,70.73,Flood,Afghanistan,Asia,2007,36.0,,
-22.42,-44.0,Flood,Brazil,Americas,2007,59.0,200080.0,125000.0
-17.47,35.15,Flood,Malawi,Africa,2007,2.0,17719.0,
3.56,125.54,Mass movement (wet),Indonesia,Asia,2007,32.0,3990.0,
34.88,-90.07,Flood,United States of America,Americas,2007,24.0,,
-16.97,-61.96,Flood,Bolivia (Plurinational State of),Americas,2007,40.0,339495.0,90000.0
-1.73,29.48,Flood,Rwanda,Africa,2007,10.0,500.0,9.0
40.63,73.83,Flood,Kyrgyzstan,Asia,2007,,845.0,200.0
-18.49,46.34,Flood,Madagascar,Africa,2007,7.0,33000.0,
12.95,24.37,Flood,Namibia,Africa,2007,7.0,15000.0,
-8.57,120.76,Flood,Indonesia,Asia,2007,74.0,11556.0,
33.25,64.89,Flood,Afghanistan,Asia,2007,104.0,20000.0,
41.65,-0.65,Flood,Spain,Europe,2007,1.0,5000.0,
19.41,-71.78,Flood,Haiti,Americas,2007,14.0,15014.0,
-31.99,-59.12,Flood,Uruguay,Americas,2007,,800.0,
-32.87,151.38,Flood,Australia,Oceania,2007,9.0,5000.0,1300000.0
22.4,91.95,Flood,Bangladesh,Asia,2007,120.0,80060.0,14000.0
30.24,-98.66,Flood,United States of America,Americas,2007,8.0,100.0,
39.89,-4.22,Flood,Spain,Europe,2007,1.0,8000.0,400000.0
7.38,-75.43,Flood,Colombia,Americas,2007,13.0,3000.0,
-32.77,-55.8,Flood,Uruguay,Americas,2007,2.0,119200.0,45000.0
22.02,72.25,Flood,India,Asia,2007,225.0,63000.0,
14.94,78.16,Flood,India,Asia,2007,127.0,200000.0,
33.45,-97.3,Flood,United States of America,Americas,2007,10.0,750.0,28000.0
18.55,-72.29,Flood,Haiti,Americas,2007,4.0,1500.0,
-34.09,19.58,Flood,South Africa,Africa,2007,,38000.0,
16.55,-11.32,Flood,Mauritania,Africa,2007,2.0,53620.0,
35.95,74.34,Flood,Pakistan,Asia,2007,22.0,,
14.64,-61.02,Storm,Saint Lucia,Americas,2007,1.0,,40000.0
27.0,119.91,Storm,Philippines,Asia,2007,3.0,380000.0,492.0
9.64,15.11,Flood,Chad,Africa,2007,3.0,3000.0,
22.68,70.93,Flood,India,Asia,2007,16.0,,
45.82,27.24,Flood,Romania,Europe,2007,9.0,4116.0,
15.47,-13.97,Flood,Senegal,Africa,2007,8.0,5300.0,
14.62,-83.64,Storm,Honduras,Americas,2007,1.0,19500.0,6579.0
16.82,102.48,Flood,Thailand,Asia,2007,10.0,17000.0,
-1.08,116.72,Flood,Indonesia,Asia,2007,4.0,1000.0,
38.57,125.83,Storm,Philippines,Asia,2007,2.0,30000.0,
17.07,106.9,Storm,Philippines,Asia,2007,8.0,2000.0,
17.07,106.9,Storm,Viet Nam,Asia,2007,96.0,685430.0,191000.0
20.93,-97.85,Storm,Mexico,Americas,2007,5.0,33000.0,
15.71,79.88,Flood,India,Asia,2007,94.0,20000.0,
47.09,-122.91,Storm,United States of America,Americas,2007,17.0,1128.0,1000000.0
20.67,-76.4,Flood,Haiti,Americas,2007,41.0,75947.0,
20.67,-76.4,Flood,Cuba,Americas,2007,,18000.0,
8.796,124.833,Flood,Philippines,Asia,2007,11.0,16463.0,2520.0
13.36,123.38,Flood,Philippines,Asia,2007,20.0,,
-4.37,15.38,Flood,Democratic Republic of the Congo,Africa,2007,32.0,1600.0,
7.89,-74.91,Flood,Colombia,Americas,2007,35.0,1162135.0,
22.61,90.15,Storm,Bangladesh,Asia,2007,4234.0,8978541.0,2300000.0
8.796,124.83,Storm,Philippines,Asia,2007,20.0,35333.0,1000.0
-17.77,177.48,Flood,Fiji,Oceania,2007,5.0,,7000.0
33.4,126.72,Flood,Republic of Korea,Asia,2007,3.0,1000.0,
48.91,16.35,Flood,Czechia,Europe,2007,,300.0,
18.93,-71.03,Storm,Dominican Republic,Americas,2007,33.0,61605.0,45000.0
-19.06,34.36,Flood,Malawi,Africa,2007,,2000.0,
-20.78,31.24,Flood,Zimbabwe,Africa,2007,24.0,2000.0,
-15.94,27.77,Flood,Zambia,Africa,2007,10.0,34766.0,
-28.44,152.87,Flood,Australia,Oceania,2008,1.0,3000.0,90000.0
-7.71,112.91,Flood,Indonesia,Asia,2008,3.0,40000.0,653.0
-17.05,17.26,Flood,Angola,Africa,2008,7.0,81400.0,
-17.05,17.26,Flood,Namibia,Africa,2008,42.0,65000.0,
-10.11,-73.01,Flood,Peru,Americas,2008,40.0,450012.0,
11.64,125.22,Flood,Philippines,Asia,2008,63.0,875343.0,30733.0
-7.13,112.37,Flood,Indonesia,Asia,2008,3.0,12000.0,
2.83,37.67,Flood,Kenya,Africa,2008,2.0,10000.0,
39.82,-92.33,Storm,United States of America,Americas,2008,7.0,70.0,1600000.0
22.94,120.79,Storm,Taiwan (Province of China),Asia,2008,26.0,8.0,16000.0
-35.86,-71.95,Flood,Chile,Americas,2008,5.0,40000.0,
25.18,91.54,Flood,India,Asia,2008,1063.0,7900000.0,123000.0
12.14,107.83,Flood,Viet Nam,Asia,2008,4.0,500.0,
52.15,-81.96,Flood,Canada,Americas,2008,,2000.0,
32.56,114.41,Storm,China,Asia,2008,1.0,93006.0,73000.0
35.88,136.38,Flood,Japan,Asia,2008,5.0,50003.0,
33.92,71.7,Flood,Pakistan,Asia,2008,36.0,200012.0,103000.0
0.68,122.52,Flood,Indonesia,Asia,2008,16.0,118000.0,1080.0
7.585,33.31,Flood,Ethiopia,Africa,2008,5.0,91764.0,
16.65,81.38,Flood,India,Asia,2008,74.0,,
22.62,101.55,Flood,China,Asia,2008,20.0,810000.0,42000.0
12.0,-86.37,Flood,Nicaragua,Americas,2008,13.0,3525.0,
14.9,107.46,Flood,Viet Nam,Asia,2008,29.0,12004.0,4000.0
9.24,29.66,Flood,South Sudan,Africa,2008,17.0,3000.0,
8.57,80.8,Flood,Costa Rica,Americas,2008,1.0,53000.0,22000.0
8.57,80.8,Flood,Sri Lanka,Asia,2008,15.0,360000.0,
-17.74,178.05,Flood,Fiji,Oceania,2009,12.0,10556.0,43247.0
32.65,-6.16,Flood,Morocco,Africa,2009,24.0,2000.0,
-17.69,46.42,Storm,Madagascar,Africa,2009,12.0,62505.0,
-2.63,120.26,Flood,Indonesia,Asia,2009,18.0,12000.0,
-3.27,29.75,Flood,Burundi,Africa,2009,,8000.0,
-3.19,-45.43,Flood,Brazil,Americas,2009,56.0,1150900.0,550000.0
38.51,71.29,Flood,Tajikistan,Asia,2009,21.0,15000.0,1000.0
37.66,-81.28,Flood,United States of America,Americas,2009,,900.0,
47.16,-67.63,Flood,Canada,Americas,2009,,200.0,
5.73,-0.1,Flood,Ghana,Africa,2009,16.0,19755.0,
18.48,-91.05,Flood,Mexico,Americas,2009,,107670.0,
12.26,5.68,Flood,Nigeria,Africa,2009,,150000.0,
26.62,105.15,Flood,China,Asia,2009,12.0,118000.0,
17.57,121.42,Storm,Philippines,Asia,2009,512.0,4478491.0,585379.0
-22.54,-43.12,Flood,Brazil,Americas,2009,3.0,200.0,
31.81,-6.78,Flood,Morocco,Africa,2009,5.0,7520.0,
4.99,102.36,Flood,Malaysia,Asia,2009,,9082.0,
19.94,-99.0,Flood,Mexico,Americas,2010,41.0,20000.0,16000.0
28.08,31.09,Flood,Egypt,Africa,2010,12.0,3500.0,
19.63,-70.56,Flood,Dominican Republic,Americas,2010,1.0,25700.0,
32.76,-16.97,Flood,Portugal,Europe,2010,43.0,618.0,1350000.0
44.47,21.14,Flood,Serbia,Europe,2010,,3150.0,
-22.44,-43.33,Flood,Brazil,Americas,2010,256.0,74938.0,200000.0
-16.11,17.25,Flood,Angola,Africa,2010,7.0,110886.0,
34.38,62.25,Flood,Afghanistan,Asia,2010,70.0,40000.0,
36.07,-87.28,Storm,United States of America,Americas,2010,30.0,8000.0,2350000.0
43.5,6.6,Flood,France,Europe,2010,26.0,1000.0,1500000.0
30.18,74.77,Flood,India,Asia,2010,53.0,400000.0,447000.0
36.03,72.08,Flood,Pakistan,Asia,2010,46.0,,
15.22,79.48,Flood,India,Asia,2010,27.0,50000.0,
1.5,36.0,Flood,Kenya,Africa,2010,100.0,70000.0,
30.51,66.95,Flood,Pakistan,Asia,2010,60.0,4000.0,
21.51,41.92,Flood,Saudi Arabia,Asia,2010,14.0,,
-2.14,114.97,Flood,Indonesia,Asia,2010,21.0,15007.0,
25.965,76.05,Flood,India,Asia,2010,,12500.0,
22.429,120.7,Storm,Taiwan (Province of China),Asia,2010,2.0,100.0,63100.0
26.73,82.84,Flood,India,Asia,2010,200.0,3267183.0,1680000.0
18.19,-77.29,Storm,Jamaica,Americas,2010,15.0,2506.0,150000.0
12.78,4.5,Flood,Nigeria,Africa,2010,40.0,1500200.0,30000.0
7.275,80.3,Flood,Sri Lanka,Asia,2010,7.0,164193.0,
15.1821,108.8,Flood,Viet Nam,Asia,2010,50.0,10000.0,256000.0
9.77,-66.93,Flood,Venezuela (Bolivarian Republic of),Americas,2010,41.0,94800.0,170000.0
-29.83,147.38,Flood,Australia,Oceania,2010,,1000.0,
38.8497,-120.73,Flood,United States of America,Americas,2010,,1000.0,
8.132,125.57,Flood,Philippines,Asia,2010,110.0,1972446.0,47411.0
-16.466,-65.6,Flood,Bolivia (Plurinational State of),Americas,2011,52.0,88825.0,20000.0
7.0,124.865,Flood,Philippines,Asia,2011,11.0,2000.0,
-23.783,-48.16,Flood,Brazil,Americas,2011,10.0,31000.0,
22.11,-98.75,Storm,Mexico,Americas,2011,22.0,300000.0,70000.0
27.0633,108.11,Flood,China,Asia,2011,6.0,1600000.0,54130.0
-8.65047,-38.11,Flood,Brazil,Americas,2011,15.0,78000.0,
12.5947,8.64,Flood,Nigeria,Africa,2011,20.0,26965.0,
28.9081,82.28,Flood,Nepal,Asia,2011,15.0,,
7.398,126.05,Flood,Philippines,Asia,2011,31.0,121005.0,251.0
7.8439,-0.45,Flood,Ghana,Africa,2011,6.0,12571.0,
35.806,-79.37,Flood,United States of America,Americas,2011,2.0,100.0,
-7.379,110.24,Flood,Indonesia,Asia,2011,10.0,54.0,
-6.647,37.56,Flood,United Republic of Tanzania,Africa,2011,8.0,9000.0,
46.5994,-67.5,Flood,Canada,Americas,2012,,1500.0,34000.0
-52.8256,-69.41,Flood,Chile,Americas,2012,,4300.0,3100.0
-0.5987,-79.5,Flood,Ecuador,Americas,2012,29.0,71860.0,
8.22392,125.27,Flood,Philippines,Asia,2012,,25000.0,
6.873,124.78,Flood,Philippines,Asia,2012,1.0,700.0,
39.8677,21.01,Flood,Greece,Europe,2012,2.0,200.0,
22.172,92.1,Flood,Bangladesh,Asia,2012,139.0,5148475.0,
34.2696,64.19,Flood,Afghanistan,Asia,2012,74.0,27769.0,
-0.191962,35.19,Flood,Kenya,Africa,2012,73.0,280670.0,100000.0
24.0587,120.94,Flood,Taiwan (Province of China),Asia,2012,6.0,35000.0,16900.0
30.503,-89.35,Storm,United States of America,Americas,2012,1.0,60000.0,2000000.0
38.19,126.24,Flood,Viet Nam,Asia,2012,34.0,17540.0,30000.0
31.3,76.85,Flood,India,Asia,2012,45.0,200.0,20000.0
28.04,68.77,Flood,Pakistan,Asia,2012,480.0,5049364.0,2500000.0
36.9291,68.85,Flood,Afghanistan,Asia,2013,20.0,9500.0,
-20.3461,-69.09,Flood,Peru,Americas,2013,67.0,180766.0,
-34.4809,-58.68,Flood,Argentina,Americas,2013,52.0,350000.0,1300000.0
51.24,-109.64,Flood,Canada,Americas,2013,4.0,100000.0,5700000.0
49.1358,12.11,Flood,Germany,Europe,2013,4.0,6350.0,12900000.0
18.3122,98.16,Flood,Myanmar,Asia,2013,7.0,73300.0,
28.7404,69.11,Flood,Pakistan,Asia,2013,234.0,1497725.0,1500000.0
50.0043,128.42,Flood,Russian Federation,Europe,2013,,34135.0,1000000.0
38.8278,-88.64,Flood,United States of America,Americas,2013,5.0,300.0,325000.0
44.3289,39.25,Flood,Russian Federation,Europe,2013,4.0,1500.0,
21.68,57.43,Storm,Somalia,Africa,2013,162.0,142380.0,2000.0
