Country,year,annual_temp,baseline_temp,anomaly,anomaly_smooth
Iran,1987,18.39625,17.710008333333334,0.686241666666664,0.4326916666666662
Iran,1988,18.51216666666667,17.710008333333334,0.8021583333333346,0.49570833333333225
Iran,1989,17.993083333333335,17.710008333333334,0.2830750000000002,0.5614249999999992
Iran,1990,18.426416666666665,17.710008333333334,0.7164083333333302,0.27212499999999906
Iran,1991,18.02925,17.710008333333334,0.31924166666666665,0.11790833333333169
Iran,1992,16.949749999999998,17.710008333333334,-0.7602583333333364,0.1964916666666646
Iran,1993,17.741083333333332,17.710008333333334,0.031074999999997743,0.19279166666666542
Iran,1994,18.386,17.710008333333334,0.6759916666666648,0.22822499999999835
Iran,1995,18.40791666666667,17.710008333333334,0.6979083333333342,0.4989249999999991
Iran,1996,18.206416666666666,17.710008333333334,0.49640833333333134,0.7846916666666666
Iran,1997,18.303250000000002,17.710008333333334,0.5932416666666676,0.9390750000000004
Iran,1998,19.16991666666667,17.710008333333334,1.4599083333333347,1.0359083333333339
Iran,1999,19.15791666666667,17.710008333333334,1.4479083333333342,1.2893916666666676
Iran,2000,18.892083333333336,17.710008333333334,1.182075000000001,1.4572250000000004
Iran,2001,19.473833333333335,17.710008333333334,1.7638250000000006,1.4062750000000002
Iran,2002,19.142416666666666,17.710008333333334,1.4324083333333313,1.4046749999999997
Iran,2003,18.915166666666668,17.710008333333334,1.2051583333333333,1.3875916666666661
Iran,2004,19.149916666666666,17.710008333333334,1.4399083333333316,1.3352083333333327
Iran,2005,18.80666666666667,17.710008333333334,1.096658333333334,1.2548083333333324
Iran,2006,19.211916666666667,17.710008333333334,1.5019083333333327,1.2527583333333325
Iran,2007,18.740416666666665,17.710008333333334,1.0304083333333303,1.2446749999999995
Iran,2008,18.90491666666667,17.710008333333334,1.1949083333333341,1.5013749999999995
Iran,2009,19.1095,17.710008333333334,1.3994916666666661,1.4420749999999998
Iran,2010,20.09016666666667,17.710008333333334,2.380158333333334,1.4859250000000004
Iran,2011,18.91541666666667,17.710008333333334,1.2054083333333345,1.8131416666666667
Iran,2012,18.959666666666667,17.710008333333334,1.2496583333333326,1.9165541666666668
Iran,2013,20.541,17.710008333333334,2.830991666666666,1.7620194444444444
Mongolia,1850,-1.914,-0.630011111111111,-1.283988888888889,-0.853870202020202
